Results Table 1
,Specimen number (included),Specimen label,Diameter,Support span,Maximum Force
,,,(mm),(mm),(N)
"","1.1800","0.2352","-0.0001"
"","1.2000","0.2395","0.0004"
"","1.2200","0.2438","0.0003"
"","1.2400","0.2479","-0.0001"
"","1.2600","0.2520","-0.0003"
"","1.2800","0.2560","-0.0005"
"","1.3000","0.2600","-0.0004"
"","1.3200","0.2640","0.0002"
"","1.3400","0.2681","0.0002"
"","1.3600","0.2723","0.0001"
"","1.3800","0.2767","0.0002"
"","1.4000","0.2811","0.0000"
"","1.4200","0.2854","-0.0003"
"","1.4400","0.2897","-0.0001"
"","1.4600","0.2940","0.0005"
"","1.4800","0.2983","0.0006"
"","1.5000","0.3025","0.0003"
"","1.5200","0.3066","-0.0001"
"","1.5400","0.3107","-0.0002"
"","1.5600","0.3147","0.0003"
"","1.5800","0.3190","0.0004"
"","1.6000","0.3235","0.0001"
"","1.6200","0.3280","-0.0001"
"","1.6400","0.3325","-0.0003"
"","1.6600","0.3368","-0.0002"
"","1.6800","0.3410","0.0002"
"","1.7000","0.3451","0.0005"
"","1.7200","0.3492","0.0005"
"","1.7400","0.3532","0.0001"
"","1.7600","0.3572","-0.0001"
"","1.7800","0.3612","-0.0004"
"","1.8000","0.3654","-0.0004"
"","1.8200","0.3696","0.0003"
"","1.8400","0.3740","0.0004"
"","1.8600","0.3784","0.0002"
"","1.8800","0.3828","-0.0001"
"","1.9000","0.3872","-0.0005"
"","1.9200","0.3915","-0.0004"
"","1.9400","0.3957","0.0001"
"","1.9600","0.3998","0.0003"
"","1.9800","0.4039","0.0004"
"","2.0000","0.4079","0.0002"
"","2.0200","0.4121","0.0001"
"","2.0400","0.4164","-0.0002"
"","2.0600","0.4209","0.0000"
"","2.0800","0.4255","0.0004"
"","2.1000","0.4300","0.0004"
"","2.1200","0.4343","0.0001"
"","2.1400","0.4385","0.0000"
"","2.1600","0.4426","-0.0002"
"","2.1800","0.4467","-0.0001"
"","2.2000","0.4507","0.0002"
"","2.2200","0.4547","0.0002"
"","2.2400","0.4587","0.0001"
"","2.2600","0.4629","-0.0001"
"","2.2800","0.4673","-0.0004"
"","2.3000","0.4717","0.0023"
"","2.3200","0.4759","0.0081"
"","2.3400","0.4802","0.0155"
"","2.3600","0.4846","0.0235"
"","2.3800","0.4889","0.0321"
"","2.4000","0.4931","0.0412"
"","2.4200","0.4973","0.0514"
"","2.4400","0.5013","0.0619"
"","2.4600","0.5053","0.0726"
"","2.4800","0.5094","0.0833"
"","2.5000","0.5138","0.0948"
"","2.5200","0.5183","0.1072"
"","2.5400","0.5229","0.1198"
"","2.5600","0.5274","0.1333"
"","2.5800","0.5317","0.1458"
"","2.6000","0.5359","0.1575"
"","2.6200","0.5400","0.1691"
"","2.6400","0.5440","0.1807"
"","2.6600","0.5479","0.1921"
"","2.6800","0.5519","0.2044"
"","2.7000","0.5559","0.2167"
"","2.7200","0.5600","0.2292"
"","2.7400","0.5643","0.2419"
"","2.7600","0.5687","0.2547"
"","2.7800","0.5731","0.2678"
"","2.8000","0.5775","0.2815"
"","2.8200","0.5819","0.2955"
"","2.8400","0.5862","0.3088"
"","2.8600","0.5905","0.3214"
"","2.8800","0.5945","0.3336"
"","2.9000","0.5984","0.3455"
"","2.9200","0.6023","0.3579"
"","2.9400","0.6065","0.3715"
"","2.9600","0.6110","0.3857"
"","2.9800","0.6156","0.4000"
"","3.0000","0.6202","0.4136"
"","3.0200","0.6246","0.4268"
"","3.0400","0.6289","0.4400"
"","3.0600","0.6331","0.4538"
"","3.0800","0.6373","0.4671"
"","3.1000","0.6413","0.4797"
"","3.1200","0.6452","0.4918"
"","3.1400","0.6492","0.5042"
"","3.1600","0.6533","0.5169"
"","3.1800","0.6576","0.5309"
"","3.2000","0.6619","0.5450"
"","3.2200","0.6663","0.5588"
"","3.2400","0.6707","0.5724"
"","3.2600","0.6750","0.4902"
"","3.2680","0.6768","0.3626"
85,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","-0.0001"
"","0.0200","0.0000","-0.0003"
"","0.0400","0.0002","-0.0001"
"","0.0600","0.0008","0.0001"
"","0.0800","0.0027","0.0000"
"","0.1000","0.0055","-0.0002"
"","0.1200","0.0073","-0.0003"
"","0.1400","0.0086","-0.0005"
"","0.1600","0.0114","-0.0002"
"","0.1800","0.0163","0.0004"
"","0.2000","0.0225","0.0005"
"","0.2200","0.0291","0.0000"
"","0.2400","0.0354","-0.0004"
"","0.2600","0.0409","-0.0005"
"","0.2800","0.0456","-0.0004"
"","0.3000","0.0499","0.0002"
"","0.3200","0.0538","0.0003"
"","0.3400","0.0577","0.0001"
"","0.3600","0.0616","-0.0001"
"","0.3800","0.0655","-0.0005"
"","0.4000","0.0695","-0.0004"
"","0.4200","0.0736","0.0000"
"","0.4400","0.0779","0.0000"
"","0.4600","0.0823","-0.0001"
"","0.4800","0.0867","-0.0004"
"","0.5000","0.0912","-0.0006"
"","0.5200","0.0955","-0.0002"
"","0.5400","0.0998","0.0004"
"","0.5600","0.1040","0.0005"
"","0.5800","0.1082","0.0001"
"","0.6000","0.1123","-0.0003"
"","0.6200","0.1163","-0.0006"
"","0.6400","0.1204","-0.0005"
"","0.6600","0.1246","0.0002"
"","0.6800","0.1291","0.0004"
"","0.7000","0.1336","0.0000"
"","0.7200","0.1381","-0.0005"
"","0.7400","0.1425","-0.0006"
"","0.7600","0.1467","-0.0003"
"","0.7800","0.1508","0.0003"
"","0.8000","0.1549","0.0004"
"","0.8200","0.1589","0.0003"
"","0.8400","0.1629","0.0000"
"","0.8600","0.1669","-0.0003"
"","0.8800","0.1709","-0.0003"
"","0.9000","0.1752","0.0002"
"","0.9200","0.1797","0.0002"
"","0.9400","0.1842","0.0002"
"","0.9600","0.1885","0.0000"
"","0.9800","0.1928","-0.0004"
"","1.0000","0.1970","-0.0004"
"","1.0200","0.2011","0.0001"
"","1.0400","0.2052","0.0004"
"","1.0600","0.2093","0.0002"
"","1.0800","0.2133","0.0002"
"","1.1000","0.2175","-0.0001"
"","1.1200","0.2218","-0.0006"
"","1.1400","0.2263","-0.0001"
"","1.1600","0.2309","0.0001"
"","1.1800","0.2354","0.0000"
"","1.2000","0.2397","-0.0001"
"","1.2200","0.2439","-0.0004"
"","1.2400","0.2481","-0.0002"
"","1.2600","0.2521","0.0003"
"","1.2800","0.2562","0.0004"
"","1.3000","0.2602","0.0001"
"","1.3200","0.2642","-0.0002"
"","1.3400","0.2682","-0.0003"
"","1.3600","0.2725","-0.0003"
"","1.3800","0.2768","0.0003"
"","1.4000","0.2812","0.0002"
"","1.4200","0.2856","0.0001"
"","1.4400","0.2899","0.0000"
"","1.4600","0.2941","-0.0004"
"","1.4800","0.2984","-0.0005"
"","1.5000","0.3027","-0.0001"
"","1.5200","0.3068","0.0003"
"","1.5400","0.3108","0.0002"
"","1.5600","0.3149","-0.0001"
"","1.5800","0.3192","-0.0005"
"","1.6000","0.3237","-0.0005"
"","1.6200","0.3282","0.0000"
"","1.6400","0.3327","0.0000"
"","1.6600","0.3370","0.0000"
"","1.6800","0.3412","-0.0002"
"","1.7000","0.3453","-0.0004"
"","1.7200","0.3493","-0.0005"
"","1.7400","0.3534","0.0000"
"","1.7600","0.3574","0.0000"
"","1.7800","0.3614","0.0001"
"","1.8000","0.3655","0.0001"
"","1.8200","0.3698","-0.0004"
"","1.8400","0.3741","-0.0004"
"","1.8600","0.3786","0.0001"
"","1.8800","0.3830","0.0004"
"","1.9000","0.3873","0.0002"
"","1.9200","0.3916","0.0000"
"","1.9400","0.3959","-0.0001"
"","1.9600","0.4000","0.0000"
"","1.9800","0.4041","0.0002"
"","2.0000","0.4081","0.0002"
"","2.0200","0.4122","0.0000"
"","2.0400","0.4166","0.0000"
"","2.0600","0.4211","-0.0002"
"","2.0800","0.4256","-0.0003"
"","2.1000","0.4301","0.0002"
"","2.1200","0.4344","0.0002"
"","2.1400","0.4386","0.0002"
"","2.1600","0.4427","0.0002"
"","2.1800","0.4468","0.0001"
"","2.2000","0.4508","0.0000"
"","2.2200","0.4548","0.0005"
"","2.2400","0.4589","0.0004"
"","2.2600","0.4631","0.0001"
"","2.2800","0.4675","-0.0001"
"","2.3000","0.4718","0.0005"
"","2.3200","0.4761","0.0041"
"","2.3400","0.4804","0.0109"
"","2.3600","0.4847","0.0193"
"","2.3800","0.4891","0.0289"
"","2.4000","0.4933","0.0385"
"","2.4200","0.4974","0.0487"
"","2.4400","0.5014","0.0595"
"","2.4600","0.5054","0.0709"
"","2.4800","0.5095","0.0821"
"","2.5000","0.5139","0.0941"
"","2.5200","0.5185","0.1070"
"","2.5400","0.5231","0.1202"
"","2.5600","0.5275","0.1330"
"","2.5800","0.5318","0.1460"
"","2.6000","0.5360","0.1582"
"","2.6200","0.5402","0.1702"
"","2.6400","0.5442","0.1823"
"","2.6600","0.5481","0.1939"
"","2.6800","0.5520","0.2058"
"","2.7000","0.5560","0.2185"
"","2.7200","0.5602","0.2311"
"","2.7400","0.5645","0.2441"
"","2.7600","0.5689","0.2575"
"","2.7800","0.5733","0.2710"
"","2.8000","0.5777","0.2851"
"","2.8200","0.5821","0.2990"
"","2.8400","0.5864","0.3127"
"","2.8600","0.5906","0.3260"
"","2.8800","0.5946","0.3384"
"","2.9000","0.5985","0.3504"
"","2.9200","0.6025","0.3630"
"","2.9400","0.6067","0.3766"
"","2.9600","0.6112","0.3910"
"","2.9800","0.6158","0.4054"
"","3.0000","0.6203","0.4197"
"","3.0200","0.6247","0.4335"
"","3.0400","0.6290","0.4472"
"","3.0600","0.6333","0.4613"
"","3.0800","0.6374","0.4748"
"","3.1000","0.6415","0.4876"
"","3.1200","0.6454","0.5000"
"","3.1400","0.6494","0.5125"
"","3.1600","0.6535","0.5259"
"","3.1800","0.6577","0.5398"
"","3.2000","0.6621","0.5540"
"","3.2200","0.6665","0.5680"
"","3.2400","0.6708","0.5819"
"","3.2600","0.6752","0.5958"
"","3.2800","0.6796","0.6101"
"","3.3000","0.6840","0.6250"
"","3.3200","0.6881","0.6389"
"","3.3400","0.6921","0.6518"
"","3.3600","0.6961","0.6643"
"","3.3800","0.7001","0.6771"
"","3.4000","0.7044","0.6911"
"","3.4200","0.7088","0.7062"
"","3.4400","0.7133","0.7213"
"","3.4600","0.7178","0.7357"
"","3.4800","0.7222","0.7497"
"","3.4970","0.7259","0.5362"
86,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0001"
"","0.0200","0.0000","-0.0002"
"","0.0400","0.0002","-0.0004"
"","0.0600","0.0009","-0.0002"
"","0.0800","0.0027","0.0003"
"","0.1000","0.0056","0.0000"
"","0.1200","0.0073","-0.0002"
"","0.1400","0.0086","-0.0002"
"","0.1600","0.0112","-0.0004"
"","0.1800","0.0161","0.0000"
"","0.2000","0.0225","0.0003"
"","0.2200","0.0295","0.0002"
"","0.2400","0.0359","0.0000"
"","0.2600","0.0412","-0.0001"
"","0.2800","0.0454","0.0000"
"","0.3000","0.0491","0.0010"
"","0.3200","0.0528","0.0021"
"","0.3400","0.0567","0.0027"
"","0.3600","0.0608","0.0034"
"","0.3800","0.0650","0.0045"
"","0.4000","0.0694","0.0058"
"","0.4200","0.0739","0.0074"
"","0.4400","0.0785","0.0085"
"","0.4600","0.0830","0.0092"
"","0.4800","0.0872","0.0100"
"","0.5000","0.0913","0.0109"
"","0.5200","0.0951","0.0124"
"","0.5400","0.0991","0.0138"
"","0.5600","0.1033","0.0148"
"","0.5800","0.1076","0.0156"
"","0.6000","0.1120","0.0167"
"","0.6200","0.1165","0.0178"
"","0.6400","0.1210","0.0194"
"","0.6600","0.1254","0.0207"
"","0.6800","0.1298","0.0215"
"","0.7000","0.1339","0.0221"
"","0.7200","0.1379","0.0231"
"","0.7400","0.1418","0.0246"
"","0.7600","0.1459","0.0260"
"","0.7800","0.1500","0.0271"
"","0.8000","0.1542","0.0278"
"","0.8200","0.1584","0.0286"
"","0.8400","0.1627","0.0300"
"","0.8600","0.1671","0.0315"
"","0.8800","0.1715","0.0330"
"","0.9000","0.1761","0.0340"
"","0.9200","0.1805","0.0345"
"","0.9400","0.1847","0.0351"
"","0.9600","0.1887","0.0366"
"","0.9800","0.1926","0.0383"
"","1.0000","0.1967","0.0394"
"","1.0200","0.2009","0.0401"
"","1.0400","0.2052","0.0408"
"","1.0600","0.2096","0.0422"
"","1.0800","0.2140","0.0439"
"","1.1000","0.2185","0.0453"
"","1.1200","0.2230","0.0463"
"","1.1400","0.2272","0.0472"
"","1.1600","0.2312","0.0480"
"","1.1800","0.2352","0.0493"
"","1.2000","0.2391","0.0508"
"","1.2200","0.2433","0.0519"
"","1.2400","0.2475","0.0528"
"","1.2600","0.2517","0.0534"
"","1.2800","0.2559","0.0545"
"","1.3000","0.2601","0.0563"
"","1.3200","0.2645","0.0577"
"","1.3400","0.2689","0.0586"
"","1.3600","0.2734","0.0596"
"","1.3800","0.2776","0.0604"
"","1.4000","0.2817","0.0620"
"","1.4200","0.2857","0.0631"
"","1.4400","0.2897","0.0643"
"","1.4600","0.2939","0.0654"
"","1.4800","0.2982","0.0663"
"","1.5000","0.3025","0.0676"
"","1.5200","0.3068","0.0690"
"","1.5400","0.3113","0.0701"
"","1.5600","0.3158","0.0712"
"","1.5800","0.3203","0.0721"
"","1.6000","0.3245","0.0731"
"","1.6200","0.3286","0.0749"
"","1.6400","0.3326","0.0758"
"","1.6600","0.3365","0.0769"
"","1.6800","0.3406","0.0777"
"","1.7000","0.3447","0.0786"
"","1.7200","0.3489","0.0798"
"","1.7400","0.3530","0.0816"
"","1.7600","0.3573","0.0828"
"","1.7800","0.3617","0.0838"
"","1.8000","0.3662","0.0846"
"","1.8200","0.3706","0.0855"
"","1.8400","0.3748","0.0872"
"","1.8600","0.3789","0.0887"
"","1.8800","0.3830","0.0896"
"","1.9000","0.3871","0.0904"
"","1.9200","0.3913","0.0916"
"","1.9400","0.3955","0.0931"
"","1.9600","0.3998","0.0946"
"","1.9800","0.4042","0.0954"
"","2.0000","0.4087","0.0965"
"","2.0200","0.4132","0.0977"
"","2.0400","0.4175","0.0988"
"","2.0600","0.4217","0.1004"
"","2.0800","0.4258","0.1016"
"","2.1000","0.4297","0.1025"
"","2.1200","0.4338","0.0657"
"","2.1400","0.4379","0.0165"
"","2.1600","0.4421","-0.0025"
"","2.1800","0.4463","-0.0037"
"","2.2000","0.4504","-0.0013"
"","2.2200","0.4547","-0.0002"
"","2.2400","0.4590","-0.0002"
"","2.2600","0.4635","-0.0004"
"","2.2800","0.4679","0.0001"
"","2.3000","0.4722","0.0003"
"","2.3200","0.4764","0.0004"
"","2.3400","0.4804","-0.0001"
"","2.3600","0.4845","-0.0004"
"","2.3800","0.4886","-0.0002"
"","2.4000","0.4928","0.0001"
"","2.4200","0.4970","0.0002"
"","2.4400","0.5014","0.0002"
"","2.4600","0.5059","-0.0001"
"","2.4800","0.5104","-0.0004"
"","2.5000","0.5148","0.0000"
"","2.5200","0.5191","0.0005"
"","2.5400","0.5231","0.0004"
"","2.5600","0.5271","0.0001"
"","2.5800","0.5311","-0.0004"
"","2.6000","0.5352","-0.0003"
"","2.6200","0.5394","0.0001"
"","2.6400","0.5436","0.0001"
"","2.6600","0.5478","-0.0001"
"","2.6800","0.5521","-0.0001"
"","2.7000","0.5564","-0.0003"
"","2.7200","0.5609","-0.0001"
"","2.7400","0.5653","0.0001"
"","2.7600","0.5696","0.0002"
"","2.7800","0.5737","0.0000"
"","2.8000","0.5777","-0.0002"
"","2.8200","0.5818","-0.0005"
"","2.8400","0.5859","0.0000"
"","2.8600","0.5902","0.0006"
"","2.8800","0.5946","0.0004"
"","2.9000","0.5990","0.0000"
"","2.9200","0.6035","-0.0003"
"","2.9400","0.6079","-0.0002"
"","2.9600","0.6123","0.0002"
"","2.9800","0.6164","0.0007"
"","3.0000","0.6205","0.0002"
"","3.0200","0.6244","-0.0005"
"","3.0400","0.6284","-0.0005"
"","3.0600","0.6324","0.0002"
"","3.0800","0.6366","0.0004"
"","3.1000","0.6408","0.0002"
"","3.1200","0.6451","0.0000"
"","3.1400","0.6494","-0.0001"
"","3.1600","0.6538","0.0002"
"","3.1800","0.6583","0.0006"
"","3.2000","0.6627","0.0002"
"","3.2200","0.6670","0.0001"
"","3.2400","0.6711","-0.0003"
"","3.2600","0.6751","-0.0002"
"","3.2800","0.6791","0.0004"
"","3.3000","0.6832","0.0005"
"","3.3200","0.6875","0.0003"
"","3.3400","0.6919","-0.0001"
"","3.3600","0.6963","-0.0003"
"","3.3800","0.7008","0.0000"
"","3.4000","0.7053","0.0001"
"","3.4200","0.7096","0.0001"
"","3.4400","0.7138","0.0000"
"","3.4600","0.7178","-0.0004"
"","3.4800","0.7218","-0.0005"
"","3.5000","0.7258","0.0002"
"","3.5200","0.7299","0.0004"
"","3.5400","0.7341","0.0004"
"","3.5600","0.7383","0.0003"
"","3.5800","0.7425","0.0001"
"","3.6000","0.7468","0.0004"
"","3.6200","0.7512","0.0006"
"","3.6400","0.7558","0.0003"
"","3.6600","0.7602","-0.0001"
"","3.6800","0.7645","-0.0004"
"","3.7000","0.7686","-0.0001"
"","3.7200","0.7726","0.0003"
"","3.7400","0.7767","0.0003"
"","3.7600","0.7809","0.0002"
"","3.7800","0.7851","-0.0002"
"","3.8000","0.7895","-0.0004"
"","3.8200","0.7939","-0.0001"
"","3.8400","0.7984","0.0002"
"","3.8600","0.8028","0.0004"
"","3.8800","0.8071","0.0002"
"","3.9000","0.8111","0.0001"
"","3.9200","0.8151","0.0002"
"","3.9400","0.8191","0.0004"
"","3.9600","0.8232","0.0005"
"","3.9800","0.8274","0.0003"
"","4.0000","0.8315","-0.0001"
"","4.0200","0.8357","-0.0005"
"","4.0310","0.8380","-0.0004"
87,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","-0.0001"
"","0.0200","0.0000","0.0000"
"","0.0400","0.0001","0.0000"
"","0.0600","0.0006","-0.0004"
"","0.0800","0.0019","-0.0004"
"","0.1000","0.0047","0.0005"
"","0.1200","0.0069","0.0012"
"","0.1400","0.0082","0.0015"
"","0.1600","0.0104","0.0018"
"","0.1800","0.0146","0.0024"
"","0.2000","0.0207","0.0044"
"","0.2200","0.0275","0.0067"
"","0.2400","0.0341","0.0084"
"","0.2600","0.0398","0.0096"
"","0.2800","0.0443","0.0105"
"","0.3000","0.0480","0.0116"
"","0.3200","0.0515","0.0130"
"","0.3400","0.0553","0.0138"
"","0.3600","0.0594","0.0147"
"","0.3800","0.0638","0.0157"
"","0.4000","0.0681","0.0166"
"","0.4200","0.0725","0.0182"
"","0.4400","0.0770","0.0197"
"","0.4600","0.0814","0.0209"
"","0.4800","0.0857","0.0216"
"","0.5000","0.0898","0.0226"
"","0.5200","0.0938","0.0239"
"","0.5400","0.0979","0.0253"
"","0.5600","0.1020","0.0265"
"","0.5800","0.1063","0.0275"
"","0.6000","0.1107","0.0284"
"","0.6200","0.1150","0.0294"
"","0.6400","0.1194","0.0310"
"","0.6600","0.1238","0.0324"
"","0.6800","0.1282","0.0336"
"","0.7000","0.1325","0.0344"
"","0.7200","0.1366","0.0352"
"","0.7400","0.1406","0.0366"
"","0.7600","0.1445","0.0379"
"","0.7800","0.1485","0.0388"
"","0.8000","0.1527","0.0398"
"","0.8200","0.1570","0.0409"
"","0.8400","0.1612","0.0421"
"","0.8600","0.1655","0.0437"
"","0.8800","0.1699","0.0449"
"","0.9000","0.1744","0.0460"
"","0.9200","0.1789","0.0466"
"","0.9400","0.1831","0.0476"
"","0.9600","0.1872","0.0492"
"","0.9800","0.1912","0.0509"
"","1.0000","0.1953","0.0519"
"","1.0200","0.1995","0.0528"
"","1.0400","0.2037","0.0537"
"","1.0600","0.2080","0.0546"
"","1.0800","0.2124","0.0562"
"","1.1000","0.2168","0.0579"
"","1.1200","0.2213","0.0590"
"","1.1400","0.2257","0.0598"
"","1.1600","0.2299","0.0607"
"","1.1800","0.2339","0.0618"
"","1.2000","0.2378","0.0634"
"","1.2200","0.2418","0.0643"
"","1.2400","0.2459","0.0654"
"","1.2600","0.2501","0.0662"
"","1.2800","0.2543","0.0673"
"","1.3000","0.2586","0.0691"
"","1.3200","0.2629","0.0705"
"","1.3400","0.2673","0.0715"
"","1.3600","0.2717","0.0724"
"","1.3800","0.2761","0.0735"
"","1.4000","0.2802","0.0752"
"","1.4200","0.2842","0.0767"
"","1.4400","0.2883","0.0778"
"","1.4600","0.2924","0.0787"
"","1.4800","0.2966","0.0794"
"","1.5000","0.3009","0.0804"
"","1.5200","0.3053","0.0822"
"","1.5400","0.3096","0.0836"
"","1.5600","0.3141","0.0844"
"","1.5800","0.3186","0.0853"
"","1.6000","0.3230","0.0865"
"","1.6200","0.3271","0.0881"
"","1.6400","0.3311","0.0894"
"","1.6600","0.3350","0.0905"
"","1.6800","0.3390","0.0573"
"","1.7000","0.3432","0.0142"
"","1.7200","0.3474","-0.0026"
"","1.7400","0.3515","-0.0036"
"","1.7600","0.3558","-0.0012"
"","1.7800","0.3601","0.0000"
"","1.8000","0.3646","0.0000"
"","1.8200","0.3691","-0.0004"
"","1.8400","0.3734","-0.0001"
"","1.8600","0.3775","0.0004"
"","1.8800","0.3816","0.0006"
"","1.9000","0.3856","0.0003"
"","1.9200","0.3897","-0.0002"
"","1.9400","0.3940","-0.0002"
"","1.9600","0.3983","0.0001"
"","1.9800","0.4026","0.0003"
"","2.0000","0.4070","0.0003"
"","2.0200","0.4115","-0.0002"
"","2.0400","0.4160","-0.0004"
"","2.0600","0.4203","-0.0001"
"","2.0800","0.4244","0.0002"
"","2.1000","0.4284","0.0001"
"","2.1200","0.4324","-0.0001"
"","2.1400","0.4365","-0.0005"
"","2.1600","0.4406","-0.0005"
"","2.1800","0.4448","0.0000"
"","2.2000","0.4489","0.0003"
"","2.2200","0.4531","0.0003"
"","2.2400","0.4574","0.0000"
"","2.2600","0.4619","-0.0003"
"","2.2800","0.4663","0.0000"
"","2.3000","0.4707","0.0002"
"","2.3200","0.4750","0.0003"
"","2.3400","0.4790","0.0000"
"","2.3600","0.4830","-0.0003"
"","2.3800","0.4871","-0.0003"
"","2.4000","0.4913","0.0001"
"","2.4200","0.4955","0.0001"
"","2.4400","0.4998","-0.0001"
"","2.4600","0.5042","-0.0003"
"","2.4800","0.5088","-0.0006"
"","2.5000","0.5133","0.0001"
"","2.5200","0.5176","0.0004"
"","2.5400","0.5217","0.0003"
"","2.5600","0.5257","-0.0001"
"","2.5800","0.5297","-0.0004"
"","2.6000","0.5338","-0.0004"
"","2.6200","0.5379","0.0001"
"","2.6400","0.5421","0.0003"
"","2.6600","0.5463","0.0002"
"","2.6800","0.5506","-0.0002"
"","2.7000","0.5549","-0.0006"
"","2.7200","0.5593","-0.0003"
"","2.7400","0.5638","0.0003"
"","2.7600","0.5681","0.0004"
"","2.7800","0.5723","-0.0002"
"","2.8000","0.5763","-0.0003"
"","2.8200","0.5803","-0.0003"
"","2.8400","0.5845","-0.0003"
"","2.8600","0.5887","-0.0001"
"","2.8800","0.5930","-0.0001"
"","2.9000","0.5975","-0.0002"
"","2.9200","0.6019","-0.0001"
"","2.9400","0.6063","0.0002"
"","2.9600","0.6107","0.0003"
"","2.9800","0.6150","0.0003"
"","3.0000","0.6190","0.0001"
"","3.0200","0.6230","-0.0001"
"","3.0400","0.6269","-0.0002"
"","3.0600","0.6310","0.0002"
"","3.0800","0.6351","0.0002"
"","3.1000","0.6393","0.0001"
"","3.1200","0.6436","-0.0001"
"","3.1400","0.6479","-0.0001"
"","3.1600","0.6523","0.0002"
"","3.1800","0.6567","0.0004"
"","3.2000","0.6612","0.0003"
"","3.2200","0.6655","-0.0001"
"","3.2400","0.6697","-0.0003"
"","3.2600","0.6737","-0.0001"
"","3.2800","0.6777","0.0005"
"","3.3000","0.6818","0.0005"
"","3.3200","0.6860","0.0001"
"","3.3400","0.6903","-0.0002"
"","3.3600","0.6948","-0.0004"
"","3.3800","0.6992","0.0001"
"","3.4000","0.7037","0.0005"
"","3.4200","0.7081","0.0004"
"","3.4400","0.7124","0.0000"
"","3.4600","0.7164","-0.0004"
"","3.4800","0.7204","-0.0004"
"","3.5000","0.7244","0.0002"
"","3.5200","0.7285","0.0001"
"","3.5400","0.7326","-0.0002"
"","3.5600","0.7368","-0.0006"
"","3.5800","0.7410","-0.0007"
"","3.6000","0.7453","-0.0001"
"","3.6200","0.7497","0.0004"
"","3.6400","0.7542","0.0001"
"","3.6600","0.7586","-0.0001"
"","3.6800","0.7630","-0.0004"
"","3.7000","0.7671","-0.0005"
"","3.7200","0.7711","0.0002"
"","3.7400","0.7752","0.0004"
