Results Table 1
,Specimen number (included),Specimen label,Diameter,Support span,Maximum Force
,,,(mm),(mm),(N)
"","2.6000","0.5364","0.0929"
"","2.6200","0.5404","0.1034"
"","2.6400","0.5443","0.1142"
"","2.6600","0.5482","0.1247"
"","2.6800","0.5522","0.1363"
"","2.7000","0.5565","0.1483"
"","2.7200","0.5608","0.1604"
"","2.7400","0.5652","0.1726"
"","2.7600","0.5696","0.1853"
"","2.7800","0.5740","0.1981"
"","2.8000","0.5784","0.2110"
"","2.8200","0.5827","0.2233"
"","2.8400","0.5869","0.2353"
"","2.8600","0.5909","0.2467"
"","2.8800","0.5948","0.2587"
"","2.9000","0.5989","0.2705"
"","2.9200","0.6032","0.2835"
"","2.9400","0.6077","0.2970"
"","2.9600","0.6123","0.3106"
"","2.9800","0.6167","0.3237"
"","3.0000","0.6211","0.3367"
"","3.0200","0.6254","0.3499"
"","3.0400","0.6296","0.3631"
"","3.0600","0.6337","0.3754"
"","3.0800","0.6377","0.3879"
"","3.1000","0.6416","0.3997"
"","3.1200","0.6456","0.4117"
"","3.1400","0.6498","0.4245"
"","3.1600","0.6540","0.4374"
"","3.1800","0.6584","0.4508"
"","3.2000","0.6628","0.4645"
"","3.2200","0.6671","0.4776"
"","3.2400","0.6715","0.4912"
"","3.2600","0.6759","0.5050"
"","3.2800","0.6802","0.5186"
"","3.3000","0.6844","0.5311"
"","3.3200","0.6883","0.5433"
"","3.3400","0.6923","0.5550"
"","3.3600","0.6964","0.5677"
"","3.3800","0.7008","0.5812"
"","3.4000","0.7052","0.5955"
"","3.4200","0.7097","0.3862"
193,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0000"
"","0.0200","0.0000","0.0000"
"","0.0400","0.0002","-0.0002"
"","0.0600","0.0010","-0.0003"
"","0.0800","0.0032","-0.0001"
"","0.1000","0.0059","-0.0001"
"","0.1200","0.0073","0.0001"
"","0.1400","0.0088","0.0003"
"","0.1600","0.0121","0.0001"
"","0.1800","0.0174","0.0001"
"","0.2000","0.0240","-0.0001"
"","0.2200","0.0309","-0.0002"
"","0.2400","0.0372","-0.0001"
"","0.2600","0.0424","0.0001"
"","0.2800","0.0469","0.0001"
"","0.3000","0.0508","-0.0002"
"","0.3200","0.0545","-0.0004"
"","0.3400","0.0582","-0.0005"
"","0.3600","0.0620","-0.0003"
"","0.3800","0.0659","-0.0004"
"","0.4000","0.0700","-0.0006"
"","0.4200","0.0744","-0.0005"
"","0.4400","0.0789","-0.0003"
"","0.4600","0.0834","-0.0001"
"","0.4800","0.0878","0.0001"
"","0.5000","0.0921","0.0000"
"","0.5200","0.0964","0.0001"
"","0.5400","0.1006","0.0001"
"","0.5600","0.1048","0.0003"
"","0.5800","0.1089","0.0002"
"","0.6000","0.1129","-0.0002"
"","0.6200","0.1170","-0.0002"
"","0.6400","0.1213","-0.0002"
"","0.6600","0.1258","0.0001"
"","0.6800","0.1303","0.0002"
"","0.7000","0.1347","-0.0001"
"","0.7200","0.1389","-0.0005"
"","0.7400","0.1431","-0.0005"
"","0.7600","0.1473","-0.0004"
"","0.7800","0.1514","-0.0002"
"","0.8000","0.1554","-0.0002"
"","0.8200","0.1594","0.0001"
"","0.8400","0.1634","0.0004"
"","0.8600","0.1675","0.0000"
"","0.8800","0.1719","0.0002"
"","0.9000","0.1763","-0.0003"
"","0.9200","0.1807","-0.0003"
"","0.9400","0.1851","-0.0001"
"","0.9600","0.1893","0.0001"
"","0.9800","0.1935","-0.0001"
"","1.0000","0.1977","-0.0003"
"","1.0200","0.2018","-0.0003"
"","1.0400","0.2059","-0.0001"
"","1.0600","0.2099","-0.0002"
"","1.0800","0.2141","-0.0003"
"","1.1000","0.2185","0.0000"
"","1.1200","0.2231","0.0002"
"","1.1400","0.2276","0.0000"
"","1.1600","0.2320","0.0001"
"","1.1800","0.2363","0.0000"
"","1.2000","0.2405","0.0000"
"","1.2200","0.2446","-0.0003"
"","1.2400","0.2487","-0.0004"
"","1.2600","0.2527","-0.0001"
"","1.2800","0.2567","-0.0001"
"","1.3000","0.2607","-0.0001"
"","1.3200","0.2648","-0.0001"
"","1.3400","0.2691","0.0001"
"","1.3600","0.2735","0.0002"
"","1.3800","0.2779","0.0000"
"","1.4000","0.2822","0.0003"
"","1.4200","0.2865","0.0000"
"","1.4400","0.2908","0.0000"
"","1.4600","0.2951","0.0001"
"","1.4800","0.2993","0.0000"
"","1.5000","0.3034","-0.0001"
"","1.5200","0.3074","-0.0002"
"","1.5400","0.3116","0.0002"
"","1.5600","0.3159","0.0002"
"","1.5800","0.3204","0.0005"
"","1.6000","0.3249","0.0003"
"","1.6200","0.3293","-0.0001"
"","1.6400","0.3336","-0.0005"
"","1.6600","0.3378","0.0001"
"","1.6800","0.3419","0.0002"
"","1.7000","0.3459","0.0002"
"","1.7200","0.3499","-0.0002"
"","1.7400","0.3539","0.0001"
"","1.7600","0.3580","-0.0004"
"","1.7800","0.3621","-0.0007"
"","1.8000","0.3664","-0.0005"
"","1.8200","0.3708","-0.0005"
"","1.8400","0.3752","0.0000"
"","1.8600","0.3796","0.0001"
"","1.8800","0.3840","-0.0001"
"","1.9000","0.3883","0.0003"
"","1.9200","0.3925","0.0005"
"","1.9400","0.3966","-0.0003"
"","1.9600","0.4006","0.0008"
"","1.9800","0.4046","0.0059"
"","2.0000","0.4088","0.0138"
"","2.0200","0.4133","0.0233"
"","2.0400","0.4178","0.0335"
"","2.0600","0.4224","0.0442"
"","2.0800","0.4268","0.0550"
"","2.1000","0.4310","0.0656"
"","2.1200","0.4352","0.0761"
"","2.1400","0.4393","0.0865"
"","2.1600","0.4434","0.0974"
"","2.1800","0.4473","0.1078"
"","2.2000","0.4513","0.1183"
"","2.2200","0.4554","0.1290"
"","2.2400","0.4596","0.1404"
"","2.2600","0.4640","0.1527"
"","2.2800","0.4683","0.1646"
"","2.3000","0.4726","0.1767"
"","2.3200","0.4770","0.1895"
"","2.3400","0.4813","0.2018"
"","2.3600","0.4857","0.2138"
"","2.3800","0.4899","0.2259"
"","2.4000","0.4940","0.2376"
"","2.4200","0.4980","0.2490"
"","2.4400","0.5020","0.2606"
"","2.4600","0.5062","0.2732"
"","2.4800","0.5107","0.2860"
"","2.5000","0.5152","0.2992"
"","2.5200","0.5198","0.3124"
"","2.5400","0.5241","0.3254"
"","2.5600","0.5284","0.3382"
"","2.5800","0.5326","0.3506"
"","2.6000","0.5367","0.3627"
"","2.6200","0.5407","0.3746"
"","2.6400","0.5446","0.3862"
"","2.6600","0.5485","0.3978"
"","2.6800","0.5525","0.4098"
"","2.7000","0.5568","0.4224"
"","2.7200","0.5611","0.4351"
"","2.7400","0.5655","0.4484"
"","2.7600","0.5699","0.4621"
"","2.7800","0.5743","0.4752"
"","2.8000","0.5787","0.4886"
"","2.8200","0.5830","0.5015"
"","2.8400","0.5872","0.5142"
"","2.8600","0.5912","0.5259"
"","2.8800","0.5952","0.5373"
"","2.9000","0.5992","0.5499"
"","2.9200","0.6035","0.5633"
"","2.9400","0.6081","0.5769"
"","2.9600","0.6126","0.5905"
"","2.9800","0.6170","0.6038"
"","3.0000","0.6214","0.6177"
"","3.0200","0.6257","0.6307"
"","3.0400","0.6299","0.6433"
"","3.0600","0.6340","0.6554"
"","3.0800","0.6380","0.6671"
"","3.1000","0.6419","0.6792"
"","3.1200","0.6460","0.6914"
"","3.1400","0.6501","0.7039"
"","3.1600","0.6544","0.7169"
"","3.1800","0.6587","0.7307"
"","3.2000","0.6631","0.7440"
"","3.2200","0.6675","0.7570"
"","3.2400","0.6719","0.7698"
"","3.2600","0.6762","0.7829"
"","3.2800","0.6806","0.7959"
"","3.3000","0.6847","0.8084"
"","3.3200","0.6886","0.6334"
"","3.3210","0.6888","0.6111"
194,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","-0.0001"
"","0.0200","0.0000","0.0000"
"","0.0400","0.0002","0.0001"
"","0.0600","0.0010","0.0000"
"","0.0800","0.0031","-0.0001"
"","0.1000","0.0059","-0.0002"
"","0.1200","0.0074","0.0000"
"","0.1400","0.0088","0.0000"
"","0.1600","0.0119","0.0000"
"","0.1800","0.0171","-0.0003"
"","0.2000","0.0238","-0.0002"
"","0.2200","0.0307","-0.0003"
"","0.2400","0.0370","-0.0001"
"","0.2600","0.0423","-0.0001"
"","0.2800","0.0468","-0.0003"
"","0.3000","0.0507","-0.0003"
"","0.3200","0.0545","0.0002"
"","0.3400","0.0582","0.0001"
"","0.3600","0.0619","-0.0001"
"","0.3800","0.0658","-0.0003"
"","0.4000","0.0699","-0.0002"
"","0.4200","0.0743","0.0001"
"","0.4400","0.0788","0.0004"
"","0.4600","0.0833","0.0004"
"","0.4800","0.0877","-0.0001"
"","0.5000","0.0920","0.0000"
"","0.5200","0.0963","0.0003"
"","0.5400","0.1005","0.0007"
"","0.5600","0.1047","-0.0001"
"","0.5800","0.1087","-0.0004"
"","0.6000","0.1128","-0.0006"
"","0.6200","0.1169","-0.0005"
"","0.6400","0.1212","-0.0003"
"","0.6600","0.1257","0.0000"
"","0.6800","0.1302","0.0000"
"","0.7000","0.1346","-0.0002"
"","0.7200","0.1389","-0.0003"
"","0.7400","0.1431","-0.0004"
"","0.7600","0.1472","-0.0003"
"","0.7800","0.1513","0.0001"
"","0.8000","0.1553","-0.0002"
"","0.8200","0.1593","0.0001"
"","0.8400","0.1633","0.0000"
"","0.8600","0.1674","0.0000"
"","0.8800","0.1718","0.0001"
"","0.9000","0.1762","0.0004"
"","0.9200","0.1806","0.0002"
"","0.9400","0.1850","0.0002"
"","0.9600","0.1892","0.0002"
"","0.9800","0.1934","0.0003"
"","1.0000","0.1976","-0.0002"
"","1.0200","0.2017","-0.0005"
"","1.0400","0.2058","-0.0001"
"","1.0600","0.2098","0.0001"
"","1.0800","0.2140","0.0006"
"","1.1000","0.2184","0.0006"
"","1.1200","0.2230","-0.0001"
"","1.1400","0.2275","0.0000"
"","1.1600","0.2319","-0.0002"
"","1.1800","0.2362","-0.0002"
"","1.2000","0.2404","-0.0003"
"","1.2200","0.2445","-0.0002"
"","1.2400","0.2486","-0.0001"
"","1.2600","0.2526","0.0001"
"","1.2800","0.2566","-0.0003"
"","1.3000","0.2606","-0.0001"
"","1.3200","0.2647","0.0004"
"","1.3400","0.2690","0.0005"
"","1.3600","0.2734","0.0002"
"","1.3800","0.2778","-0.0001"
"","1.4000","0.2821","0.0000"
"","1.4200","0.2864","0.0004"
"","1.4400","0.2907","0.0000"
"","1.4600","0.2950","-0.0001"
"","1.4800","0.2992","0.0001"
"","1.5000","0.3033","0.0004"
"","1.5200","0.3073","0.0005"
"","1.5400","0.3114","-0.0002"
"","1.5600","0.3158","-0.0006"
"","1.5800","0.3203","-0.0002"
"","1.6000","0.3248","0.0001"
"","1.6200","0.3292","-0.0001"
"","1.6400","0.3335","-0.0005"
"","1.6600","0.3377","-0.0007"
"","1.6800","0.3418","-0.0004"
"","1.7000","0.3458","-0.0003"
"","1.7200","0.3498","-0.0002"
"","1.7400","0.3538","0.0001"
"","1.7600","0.3579","0.0003"
"","1.7800","0.3620","0.0002"
"","1.8000","0.3663","0.0002"
"","1.8200","0.3707","0.0000"
"","1.8400","0.3751","0.0001"
"","1.8600","0.3795","-0.0001"
"","1.8800","0.3838","-0.0006"
"","1.9000","0.3882","-0.0002"
"","1.9200","0.3924","0.0000"
"","1.9400","0.3965","0.0000"
"","1.9600","0.4005","0.0000"
"","1.9800","0.4045","0.0002"
"","2.0000","0.4088","0.0001"
"","2.0200","0.4132","-0.0002"
"","2.0400","0.4177","0.0003"
"","2.0600","0.4223","0.0002"
"","2.0800","0.4267","0.0001"
"","2.1000","0.4310","0.0001"
"","2.1200","0.4351","0.0001"
"","2.1400","0.4392","0.0003"
"","2.1600","0.4433","0.0002"
"","2.1800","0.4472","-0.0001"
"","2.2000","0.4512","0.0004"
"","2.2200","0.4553","0.0001"
"","2.2400","0.4595","-0.0002"
"","2.2600","0.4639","0.0011"
"","2.2800","0.4682","0.0069"
"","2.3000","0.4726","0.0156"
"","2.3200","0.4769","0.0253"
"","2.3400","0.4812","0.0354"
"","2.3600","0.4856","0.0457"
"","2.3800","0.4898","0.0564"
"","2.4000","0.4939","0.0664"
"","2.4200","0.4979","0.0766"
"","2.4400","0.5019","0.0869"
"","2.4600","0.5061","0.0975"
"","2.4800","0.5106","0.1097"
"","2.5000","0.5151","0.1219"
"","2.5200","0.5197","0.1343"
"","2.5400","0.5240","0.1461"
"","2.5600","0.5283","0.1581"
"","2.5800","0.5325","0.1699"
"","2.6000","0.5366","0.1813"
"","2.6200","0.5406","0.1926"
"","2.6400","0.5445","0.2034"
"","2.6600","0.5484","0.2148"
"","2.6800","0.5525","0.2267"
"","2.7000","0.5567","0.2385"
"","2.7200","0.5610","0.2512"
"","2.7400","0.5654","0.2640"
"","2.7600","0.5698","0.2771"
"","2.7800","0.5742","0.2901"
"","2.8000","0.5786","0.3034"
"","2.8200","0.5829","0.3165"
"","2.8400","0.5871","0.3290"
"","2.8600","0.5911","0.3408"
"","2.8800","0.5950","0.3527"
"","2.9000","0.5991","0.3647"
"","2.9200","0.6034","0.3776"
"","2.9400","0.6079","0.3910"
"","2.9600","0.6125","0.4053"
"","2.9800","0.6169","0.4187"
"","3.0000","0.6213","0.4321"
"","3.0200","0.6256","0.4452"
"","3.0400","0.6298","0.4576"
"","3.0600","0.6339","0.4701"
"","3.0800","0.6379","0.4828"
"","3.1000","0.6418","0.4948"
"","3.1200","0.6458","0.5072"
"","3.1400","0.6500","0.5197"
"","3.1600","0.6543","0.5323"
"","3.1800","0.6586","0.5461"
"","3.2000","0.6630","0.5600"
"","3.2200","0.6673","0.5739"
"","3.2400","0.6717","0.5878"
"","3.2600","0.6761","0.4267"
"","3.2630","0.6768","0.3762"
195,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0000"
"","0.0200","0.0000","0.0000"
"","0.0400","0.0002","-0.0001"
"","0.0600","0.0009","-0.0002"
"","0.0800","0.0030","-0.0002"
"","0.1000","0.0058","-0.0005"
"","0.1200","0.0074","-0.0002"
"","0.1400","0.0087","0.0003"
"","0.1600","0.0116","0.0001"
"","0.1800","0.0166","0.0001"
"","0.2000","0.0231","-0.0002"
"","0.2200","0.0301","-0.0001"
"","0.2400","0.0366","0.0001"
"","0.2600","0.0420","0.0002"
"","0.2800","0.0465","0.0001"
"","0.3000","0.0505","0.0001"
"","0.3200","0.0542","0.0002"
"","0.3400","0.0579","0.0000"
"","0.3600","0.0617","0.0001"
"","0.3800","0.0656","0.0002"
"","0.4000","0.0697","0.0003"
"","0.4200","0.0741","0.0003"
"","0.4400","0.0786","-0.0002"
"","0.4600","0.0830","-0.0003"
"","0.4800","0.0874","-0.0001"
"","0.5000","0.0917","-0.0003"
"","0.5200","0.0960","-0.0002"
"","0.5400","0.1002","-0.0002"
"","0.5600","0.1044","0.0002"
"","0.5800","0.1085","0.0003"
"","0.6000","0.1125","0.0001"
"","0.6200","0.1166","0.0003"
"","0.6400","0.1210","0.0001"
"","0.6600","0.1254","0.0000"
"","0.6800","0.1299","-0.0002"
"","0.7000","0.1343","-0.0001"
"","0.7200","0.1386","-0.0002"
"","0.7400","0.1428","-0.0003"
"","0.7600","0.1470","-0.0002"
"","0.7800","0.1511","-0.0005"
"","0.8000","0.1551","-0.0002"
"","0.8200","0.1590","0.0002"
"","0.8400","0.1630","0.0000"
"","0.8600","0.1672","-0.0002"
"","0.8800","0.1715","-0.0007"
"","0.9000","0.1760","-0.0004"
"","0.9200","0.1804","-0.0002"
"","0.9400","0.1847","0.0000"
"","0.9600","0.1889","0.0000"
"","0.9800","0.1932","0.0000"
"","1.0000","0.1974","-0.0003"
"","1.0200","0.2015","-0.0006"
"","1.0400","0.2055","-0.0001"
"","1.0600","0.2096","0.0003"
"","1.0800","0.2138","0.0002"
"","1.1000","0.2181","0.0002"
"","1.1200","0.2227","0.0001"
"","1.1400","0.2272","0.0001"
"","1.1600","0.2316","0.0001"
"","1.1800","0.2360","-0.0001"
"","1.2000","0.2402","0.0003"
"","1.2200","0.2443","0.0006"
"","1.2400","0.2484","0.0004"
"","1.2600","0.2524","0.0000"
"","1.2800","0.2563","0.0001"
"","1.3000","0.2603","0.0003"
"","1.3200","0.2644","0.0003"
"","1.3400","0.2687","0.0006"
"","1.3600","0.2731","0.0003"
"","1.3800","0.2775","0.0004"
"","1.4000","0.2818","0.0001"
"","1.4200","0.2861","-0.0003"
"","1.4400","0.2904","-0.0003"
"","1.4600","0.2947","0.0001"
"","1.4800","0.2989","0.0001"
"","1.5000","0.3030","-0.0001"
"","1.5200","0.3070","-0.0001"
"","1.5400","0.3111","0.0000"
"","1.5600","0.3155","-0.0002"
"","1.5800","0.3200","0.0001"
"","1.6000","0.3245","-0.0002"
"","1.6200","0.3289","0.0000"
"","1.6400","0.3332","0.0004"
"","1.6600","0.3374","0.0000"
"","1.6800","0.3415","-0.0001"
"","1.7000","0.3456","0.0001"
"","1.7200","0.3496","0.0001"
"","1.7400","0.3536","0.0000"
"","1.7600","0.3576","0.0001"
"","1.7800","0.3617","0.0001"
"","1.8000","0.3660","0.0002"
"","1.8200","0.3704","-0.0001"
"","1.8400","0.3749","0.0001"
"","1.8600","0.3792","0.0001"
"","1.8800","0.3836","0.0001"
"","1.9000","0.3879","0.0001"
"","1.9200","0.3921","0.0004"
"","1.9400","0.3962","0.0002"
"","1.9600","0.4002","-0.0002"
"","1.9800","0.4043","0.0001"
"","2.0000","0.4085","0.0002"
"","2.0200","0.4129","0.0000"
"","2.0400","0.4174","-0.0003"
"","2.0600","0.4220","0.0002"
"","2.0800","0.4264","0.0003"
"","2.1000","0.4307","0.0001"
"","2.1200","0.4349","0.0001"
"","2.1400","0.4390","-0.0002"
"","2.1600","0.4430","-0.0003"
"","2.1800","0.4470","0.0001"
"","2.2000","0.4510","0.0003"
"","2.2200","0.4550","0.0004"
"","2.2400","0.4593","0.0002"
"","2.2600","0.4636","0.0000"
"","2.2800","0.4680","0.0000"
"","2.3000","0.4723","0.0004"
"","2.3200","0.4766","0.0001"
"","2.3400","0.4810","-0.0003"
"","2.3600","0.4853","-0.0001"
"","2.3800","0.4895","-0.0001"
"","2.4000","0.4936","-0.0001"
"","2.4200","0.4976","-0.0003"
"","2.4400","0.5017","-0.0004"
"","2.4600","0.5058","0.0001"
"","2.4800","0.5103","-0.0003"
"","2.5000","0.5148","0.0001"
"","2.5200","0.5194","0.0003"
"","2.5400","0.5238","0.0004"
"","2.5600","0.5281","0.0004"
"","2.5800","0.5323","0.0005"
"","2.6000","0.5364","0.0000"
"","2.6200","0.5404","-0.0004"
"","2.6400","0.5442","0.0003"
"","2.6600","0.5482","0.0027"
"","2.6800","0.5522","0.0080"
"","2.7000","0.5565","0.0163"
"","2.7200","0.5608","0.0259"
"","2.7400","0.5652","0.0359"
"","2.7600","0.5695","0.0457"
"","2.7800","0.5739","0.0552"
"","2.8000","0.5783","0.0651"
"","2.8200","0.5826","0.0758"
"","2.8400","0.5868","0.0863"
"","2.8600","0.5908","0.0958"
"","2.8800","0.5948","0.1055"
"","2.9000","0.5988","0.1161"
"","2.9200","0.6031","0.1269"
"","2.9400","0.6076","0.1388"
"","2.9600","0.6122","0.1505"
"","2.9800","0.6167","0.1623"
"","3.0000","0.6210","0.1738"
"","3.0200","0.6253","0.1848"
"","3.0400","0.6295","0.1962"
"","3.0600","0.6337","0.2071"
"","3.0800","0.6376","0.2173"
"","3.1000","0.6416","0.2270"
"","3.1200","0.6456","0.2377"
"","3.1400","0.6497","0.2486"
"","3.1600","0.6540","0.2602"
"","3.1800","0.6583","0.2725"
"","3.2000","0.6627","0.2839"
"","3.2200","0.6671","0.2960"
"","3.2400","0.6715","0.3081"
"","3.2600","0.6759","0.3199"
"","3.2800","0.6802","0.3314"
"","3.3000","0.6843","0.3426"
"","3.3200","0.6883","0.3537"
"","3.3400","0.6922","0.3646"
"","3.3600","0.6963","0.3749"
"","3.3800","0.7005","0.3866"
"","3.4000","0.7050","0.3992"
"","3.4200","0.7096","0.4121"
"","3.4400","0.7141","0.4244"
"","3.4600","0.7185","0.4367"
"","3.4800","0.7228","0.4485"
"","3.5000","0.7269","0.4598"
"","3.5200","0.7309","0.4709"
"","3.5400","0.7349","0.4817"
"","3.5600","0.7388","0.4926"
"","3.5800","0.7429","0.5048"
"","3.6000","0.7471","0.5161"
"","3.6200","0.7514","0.5278"
"","3.6400","0.7558","0.5397"
"","3.6600","0.7601","0.5524"
"","3.6800","0.7644","0.5647"
"","3.7000","0.7688","0.5768"
"","3.7200","0.7732","0.5892"
"","3.7400","0.7775","0.6015"
"","3.7600","0.7816","0.6128"
"","3.7800","0.7856","0.6244"
"","3.8000","0.7896","0.6360"
"","3.8200","0.7937","0.6480"
"","3.8400","0.7981","0.6597"
"","3.8600","0.8025","0.6720"
"","3.8800","0.8070","0.6846"
"","3.9000","0.8115","0.6754"
"","3.9120","0.8141","0.4817"
196,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0003"
"","0.0200","0.0000","0.0002"
"","0.0400","0.0002","0.0000"
"","0.0600","0.0009","-0.0002"
"","0.0800","0.0030","-0.0002"
"","0.1000","0.0059","0.0000"
"","0.1200","0.0075","0.0000"
"","0.1400","0.0088","0.0000"
"","0.1600","0.0116","0.0000"
"","0.1800","0.0166","0.0001"
"","0.2000","0.0231","0.0000"
"","0.2200","0.0301","0.0000"
"","0.2400","0.0366","0.0001"
"","0.2600","0.0420","0.0002"
"","0.2800","0.0466","0.0001"
"","0.3000","0.0505","0.0004"
"","0.3200","0.0542","0.0003"
"","0.3400","0.0579","0.0003"
"","0.3600","0.0617","0.0007"
"","0.3800","0.0656","0.0005"
"","0.4000","0.0697","0.0003"
"","0.4200","0.0741","0.0000"
"","0.4400","0.0786","-0.0002"
"","0.4600","0.0831","0.0000"
"","0.4800","0.0875","0.0002"
"","0.5000","0.0918","0.0003"
"","0.5200","0.0960","-0.0002"
"","0.5400","0.1002","-0.0004"
"","0.5600","0.1044","-0.0004"
"","0.5800","0.1085","-0.0003"
"","0.6000","0.1125","-0.0001"
"","0.6200","0.1167","0.0001"
"","0.6400","0.1210","0.0000"
"","0.6600","0.1255","0.0001"
"","0.6800","0.1300","0.0001"
"","0.7000","0.1344","0.0001"
"","0.7200","0.1387","0.0004"
"","0.7400","0.1429","0.0001"
"","0.7600","0.1470","-0.0002"
"","0.7800","0.1511","0.0001"
"","0.8000","0.1551","0.0000"
"","0.8200","0.1591","-0.0002"
"","0.8400","0.1631","-0.0004"
"","0.8600","0.1672","-0.0003"
"","0.8800","0.1715","0.0001"
"","0.9000","0.1760","-0.0001"
"","0.9200","0.1804","-0.0003"
"","0.9400","0.1847","0.0001"
"","0.9600","0.1890","0.0004"
"","0.9800","0.1932","0.0003"
"","1.0000","0.1974","0.0003"
"","1.0200","0.2015","0.0001"
"","1.0400","0.2055","0.0002"
"","1.0600","0.2096","-0.0001"
"","1.0800","0.2138","-0.0002"
"","1.1000","0.2182","0.0000"
"","1.1200","0.2227","0.0003"
"","1.1400","0.2272","0.0003"
"","1.1600","0.2317","-0.0002"
"","1.1800","0.2360","0.0001"
"","1.2000","0.2402","0.0003"
"","1.2200","0.2443","0.0001"
"","1.2400","0.2484","0.0003"
"","1.2600","0.2524","0.0004"
"","1.2800","0.2563","0.0005"
"","1.3000","0.2603","0.0002"
"","1.3200","0.2645","0.0003"
"","1.3400","0.2688","-0.0001"
"","1.3600","0.2732","-0.0007"
"","1.3800","0.2775","-0.0004"
"","1.4000","0.2818","-0.0001"
"","1.4200","0.2861","0.0003"
"","1.4400","0.2904","-0.0001"
"","1.4600","0.2947","0.0003"
"","1.4800","0.2990","0.0002"
"","1.5000","0.3030","0.0001"
"","1.5200","0.3071","0.0001"
"","1.5400","0.3112","-0.0002"
"","1.5600","0.3155","-0.0001"
"","1.5800","0.3200","0.0004"
"","1.6000","0.3245","0.0005"
"","1.6200","0.3290","0.0006"
"","1.6400","0.3332","0.0002"
"","1.6600","0.3374","-0.0001"
"","1.6800","0.3415","-0.0001"
"","1.7000","0.3456","-0.0003"
"","1.7200","0.3496","-0.0002"
"","1.7400","0.3536","-0.0001"
"","1.7600","0.3576","0.0000"
"","1.7800","0.3618","-0.0001"
"","1.8000","0.3661","-0.0003"
"","1.8200","0.3705","0.0001"
"","1.8400","0.3749","-0.0001"
"","1.8600","0.3792","0.0003"
"","1.8800","0.3836","0.0001"
"","1.9000","0.3879","-0.0001"
"","1.9200","0.3921","0.0001"
"","1.9400","0.3962","0.0001"
"","1.9600","0.4002","0.0001"
"","1.9800","0.4043","-0.0001"
"","2.0000","0.4085","-0.0001"
"","2.0200","0.4129","-0.0005"
"","2.0400","0.4174","-0.0002"
"","2.0600","0.4220","0.0003"
"","2.0800","0.4264","0.0006"
"","2.1000","0.4307","0.0005"
"","2.1200","0.4349","0.0001"
"","2.1400","0.4390","-0.0003"
"","2.1600","0.4431","0.0002"
"","2.1800","0.4470","0.0002"
"","2.2000","0.4510","-0.0001"
"","2.2200","0.4550","0.0000"
"","2.2400","0.4593","0.0001"
"","2.2600","0.4636","0.0005"
"","2.2800","0.4680","0.0004"
"","2.3000","0.4723","0.0004"
"","2.3200","0.4767","0.0010"
"","2.3400","0.4810","0.0049"
"","2.3600","0.4853","0.0111"
"","2.3800","0.4896","0.0176"
"","2.4000","0.4937","0.0246"
"","2.4200","0.4977","0.0308"
"","2.4400","0.5017","0.0370"
"","2.4600","0.5058","0.0444"
"","2.4800","0.5103","0.0532"
"","2.5000","0.5149","0.0626"
"","2.5200","0.5194","0.0720"
"","2.5400","0.5238","0.0816"
"","2.5600","0.5281","0.0909"
"","2.5800","0.5323","0.0999"
"","2.6000","0.5364","0.1093"
"","2.6200","0.5404","0.1179"
"","2.6400","0.5442","0.1266"
"","2.6600","0.5482","0.1352"
"","2.6800","0.5522","0.1449"
"","2.7000","0.5564","0.1551"
"","2.7200","0.5608","0.1651"
"","2.7400","0.5652","0.1755"
"","2.7600","0.5695","0.1859"
"","2.7800","0.5739","0.1961"
"","2.8000","0.5783","0.2069"
"","2.8200","0.5827","0.2172"
"","2.8400","0.5869","0.2274"
"","2.8600","0.5909","0.2368"
"","2.8800","0.5948","0.2457"
"","2.9000","0.5988","0.2554"
"","2.9200","0.6032","0.2654"
"","2.9400","0.6077","0.2762"
"","2.9600","0.6122","0.2866"
"","2.9800","0.6167","0.2972"
"","3.0000","0.6210","0.3073"
"","3.0200","0.6253","0.3171"
"","3.0400","0.6296","0.3269"
"","3.0600","0.6337","0.3371"
"","3.0800","0.6377","0.3464"
"","3.1000","0.6416","0.3550"
"","3.1200","0.6456","0.3640"
"","3.1400","0.6497","0.3740"
"","3.1600","0.6540","0.3836"
"","3.1800","0.6583","0.3940"
"","3.2000","0.6627","0.4044"
"","3.2200","0.6671","0.4143"
"","3.2400","0.6715","0.4247"
"","3.2600","0.6759","0.4350"
"","3.2800","0.6802","0.4451"
"","3.3000","0.6844","0.4542"
"","3.3200","0.6883","0.4630"
"","3.3400","0.6923","0.4722"
"","3.3600","0.6963","0.4818"
"","3.3800","0.7006","0.4920"
"","3.4000","0.7051","0.5022"
"","3.4200","0.7096","0.5127"
"","3.4400","0.7141","0.5232"
"","3.4600","0.7185","0.5331"
"","3.4800","0.7228","0.5432"
"","3.5000","0.7269","0.5522"
"","3.5200","0.7309","0.5612"
"","3.5400","0.7349","0.5704"
"","3.5600","0.7388","0.5794"
"","3.5800","0.7429","0.5885"
"","3.6000","0.7471","0.5981"
"","3.6200","0.7514","0.6086"
"","3.6400","0.7558","0.6184"
"","3.6600","0.7601","0.6285"
"","3.6800","0.7644","0.6381"
"","3.7000","0.7688","0.6478"
