Results Table 1
,Specimen label,Thickness,Width,Length,Rate 1
,,(mm),(mm),(mm),(mm/min)
"1","hdpe","3.20","12.73","94.87","25.40"
"2","hdpe5","3.18","12.73","87.86","127.00"
"3","hdpe20","3.18","12.67","91.29","508.00"

Results Table 2


1,Time,Displacement,Force
,(s),(mm),(kN)
"","9.1600","3.8499","0.9739"
"","9.1800","3.8582","0.9745"
"","9.2000","3.8666","0.9753"
"","9.2200","3.8753","0.9761"
"","9.2400","3.8842","0.9770"
"","9.2600","3.8929","0.9775"
"","9.2800","3.9014","0.9779"
"","9.3000","3.9096","0.9785"
"","9.3200","3.9179","0.9789"
"","9.3400","3.9263","0.9796"
"","9.3600","3.9349","0.9802"
"","9.3800","3.9433","0.9810"
"","9.4000","3.9516","0.9812"
"","9.4200","3.9598","0.9818"
"","9.4400","3.9683","0.9825"
"","9.4600","3.9771","0.9834"
"","9.4800","3.9859","0.9840"
"","9.5000","3.9945","0.9846"
"","9.5200","4.0027","0.9852"
"","9.5400","4.0110","0.9857"
"","9.5600","4.0194","0.9863"
"","9.5800","4.0280","0.9869"
"","9.6000","4.0364","0.9875"
"","9.6200","4.0446","0.9879"
"","9.6400","4.0528","0.9884"
"","9.6600","4.0611","0.9887"
"","9.6800","4.0698","0.9895"
"","9.7000","4.0788","0.9904"
"","9.7200","4.0876","0.9913"
"","9.7400","4.0960","0.9916"
"","9.7600","4.1042","0.9918"
"","9.7800","4.1125","0.9923"
"","9.8000","4.1209","0.9931"
"","9.8200","4.1294","0.9938"
"","9.8400","4.1378","0.9942"
"","9.8600","4.1462","0.9947"
"","9.8800","4.1546","0.9951"
"","9.9000","4.1633","0.9959"
"","9.9200","4.1721","0.9967"
"","9.9400","4.1810","0.9974"
"","9.9600","4.1895","0.9978"
"","9.9800","4.1977","0.9984"
"","10.0000","4.2060","0.9987"
"","10.0200","4.2144","0.9991"
"","10.0400","4.2229","0.9997"
"","10.0600","4.2313","1.0003"
"","10.0800","4.2396","1.0008"
"","10.1000","4.2479","1.0014"
"","10.1200","4.2564","1.0018"
"","10.1400","4.2651","1.0024"
"","10.1600","4.2738","1.0031"
"","10.1800","4.2823","1.0037"
"","10.2000","4.2905","1.0040"
"","10.2200","4.2988","1.0044"
"","10.2400","4.3072","1.0052"
"","10.2600","4.3158","1.0055"
"","10.2800","4.3242","1.0061"
"","10.3000","4.3326","1.0065"
"","10.3200","4.3408","1.0072"
"","10.3400","4.3492","1.0076"
"","10.3600","4.3578","1.0081"
"","10.3800","4.3668","1.0088"
"","10.4000","4.3756","1.0094"
"","10.4200","4.3840","1.0098"
"","10.4400","4.3922","1.0101"
"","10.4600","4.4005","1.0107"
"","10.4800","4.4089","1.0110"
"","10.5000","4.4173","1.0116"
"","10.5200","4.4256","1.0119"
"","10.5400","4.4339","1.0124"
"","10.5600","4.4422","1.0128"
"","10.5800","4.4508","1.0134"
"","10.6000","4.4597","1.0140"
"","10.6200","4.4686","1.0148"
"","10.6400","4.4772","1.0154"
"","10.6600","4.4855","1.0157"
"","10.6800","4.4937","1.0159"
"","10.7000","4.5021","1.0162"
"","10.7200","4.5105","1.0168"
"","10.7400","4.5190","1.0172"
"","10.7600","4.5274","1.0177"
"","10.7800","4.5357","1.0180"
"","10.8000","4.5441","1.0186"
"","10.8200","4.5529","1.0191"
"","10.8400","4.5617","1.0199"
"","10.8600","4.5704","1.0204"
"","10.8800","4.5788","1.0209"
"","10.9000","4.5869","1.0210"
"","10.9200","4.5951","1.0213"
"","10.9400","4.6036","1.0217"
"","10.9600","4.6121","1.0222"
"","10.9800","4.6204","1.0225"
"","11.0000","4.6287","1.0229"
"","11.0200","4.6370","1.0235"
"","11.0400","4.6456","1.0240"
"","11.0600","4.6544","1.0247"
"","11.0800","4.6632","1.0251"
"","11.1000","4.6717","1.0255"
"","11.1200","4.6800","1.0255"
"","11.1400","4.6882","1.0260"
"","11.1600","4.6967","1.0263"
"","11.1800","4.7052","1.0271"
"","11.2000","4.7136","1.0274"
"","11.2200","4.7220","1.0278"
"","11.2400","4.7303","1.0282"
"","11.2600","4.7388","1.0288"
"","11.2800","4.7476","1.0293"
"","11.3000","4.7564","1.0298"
"","11.3200","4.7651","1.0302"
"","11.3400","4.7735","1.0306"
"","11.3600","4.7817","1.0311"
"","11.3800","4.7901","1.0313"
"","11.4000","4.7987","1.0318"
"","11.4200","4.8072","1.0319"
"","11.4400","4.8155","1.0323"
"","11.4600","4.8236","1.0324"
"","11.4800","4.8318","1.0329"
"","11.5000","4.8404","1.0334"
"","11.5200","4.8493","1.0340"
"","11.5400","4.8581","1.0344"
"","11.5600","4.8666","1.0350"
"","11.5800","4.8749","1.0353"
"","11.6000","4.8831","1.0356"
"","11.6200","4.8915","1.0357"
"","11.6400","4.8999","1.0359"
"","11.6600","4.9083","1.0364"
"","11.6800","4.9166","1.0368"
"","11.7000","4.9249","1.0373"
"","11.7200","4.9334","1.0375"
"","11.7400","4.9422","1.0382"
"","11.7600","4.9510","1.0387"
"","11.7800","4.9597","1.0392"
"","11.8000","4.9680","1.0395"
"","11.8200","4.9762","1.0397"
"","11.8400","4.9846","1.0400"
"","11.8600","4.9931","1.0404"
"","11.8800","5.0015","1.0406"
"","11.9000","5.0098","1.0409"
"","11.9200","5.0180","1.0412"
"","11.9400","5.0264","1.0415"
"","11.9600","5.0351","1.0421"
"","11.9800","5.0440","1.0425"
"","12.0000","5.0528","1.0433"
"","12.0200","5.0613","1.0435"
"","12.0400","5.0695","1.0437"
"","12.0600","5.0778","1.0439"
"","12.0800","5.0863","1.0445"
"","12.1000","5.0948","1.0446"
"","12.1200","5.1032","1.0451"
"","12.1400","5.1115","1.0454"
"","12.1600","5.1197","1.0456"
"","12.1800","5.1283","1.0459"
"","12.2000","5.1371","1.0463"
"","12.2200","5.1460","1.0470"
"","12.2400","5.1546","1.0473"
"","12.2600","5.1628","1.0476"
"","12.2800","5.1710","1.0476"
"","12.3000","5.1793","1.0480"
"","12.3200","5.1878","1.0482"
"","12.3400","5.1962","1.0486"
"","12.3600","5.2045","1.0486"
"","12.3800","5.2126","1.0487"
"","12.4000","5.2210","1.0489"
"","12.4200","5.2298","1.0496"
"","12.4400","5.2387","1.0502"
"","12.4600","5.2475","1.0508"
"","12.4800","5.2560","1.0509"
"","12.5000","5.2642","1.0511"
"","12.5200","5.2726","1.0516"
"","12.5400","5.2810","1.0517"
"","12.5600","5.2895","1.0518"
"","12.5800","5.2978","1.0520"
"","12.6000","5.3060","1.0523"
"","12.6200","5.3144","1.0526"
"","12.6400","5.3230","1.0532"
